Publication_Office_Code,Original_Publication_Office_Code,Publication_Number,Document_Kind_Code,Publication_Date,Application_Number,Filing_Date,Invention_Title,File_Name
CZ,CZ,34003,U1,2020-05-19,2020-37275,2020-02-26,Sada oligonukleotidů AVEGLO pro selekci genů pro aveniny a globuliny u ovsa,OPENDATAST96_PT_CZ_DIFF_PUV2020-37275.xml
CZ,CZ,33940,U1,2020-04-28,2020-37276,2020-02-26,Sifon,OPENDATAST96_PT_CZ_DIFF_PUV2020-37276.xml
CZ,CZ,33896,U1,2020-03-31,2020-37277,2020-02-26,Sterilovaný mléčný dezert na bázi tvarohu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37277.xml
CZ,CZ,33958,U1,2020-05-05,2020-37278,2020-02-26,Dveřní zavírač,OPENDATAST96_PT_CZ_DIFF_PUV2020-37278.xml
CZ,CZ,33897,U1,2020-03-31,2020-37279,2020-02-26,"Systém monitorování obsazenosti parkovišť pro vozidla nad 3,5 t",OPENDATAST96_PT_CZ_DIFF_PUV2020-37279.xml
CZ,CZ,33908,U1,2020-04-07,2020-37281,2020-02-27,Zařízení pro vytavování včelího vosku ze včelích rámků,OPENDATAST96_PT_CZ_DIFF_PUV2020-37281.xml
CZ,CZ,34121,U1,2020-06-23,2020-37282,2020-02-27,Nedestruktivní spojení elektrických a pneumatických přístrojů s plastovým čelem do nosného rámu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37282.xml
CZ,CZ,33898,U1,2020-03-31,2020-37283,2020-02-27,"Sorbent, zařízení a sada pro separaci 68Ge a 68Ga",OPENDATAST96_PT_CZ_DIFF_PUV2020-37283.xml
CZ,CZ,33899,U1,2020-03-31,2020-37285,2020-02-27,"Rychloupínací zařízení, zejména pro upínání nářadí a přídavných zařízení ke stavebním strojům",OPENDATAST96_PT_CZ_DIFF_PUV2020-37285.xml
CZ,CZ,34004,U1,2020-05-19,2020-37286,2020-02-27,"Krmivo, pamlsek nebo doplněk stravy pro domácí mazlíčky s tekutou náplní",OPENDATAST96_PT_CZ_DIFF_PUV2020-37286.xml
CZ,CZ,34437,U1,2020-10-06,2020-37288,2020-02-28,Vysokonapěťový zdroj pro generování jiskrového výboje,OPENDATAST96_PT_CZ_DIFF_PUV2020-37288.xml
CZ,CZ,33969,U1,2020-05-12,2020-37289,2020-02-28,Recyklované kamenivo jedné frakce pro výrobu betonu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37289.xml
CZ,CZ,34005,U1,2020-05-19,2020-37291,2020-03-02,Měřicí řetězec k detekci vysokoimpedančních izolačních poruch,OPENDATAST96_PT_CZ_DIFF_PUV2020-37291.xml
CZ,CZ,34006,U1,2020-05-19,2020-37292,2020-03-02,Zemní senzor pro detekci vysokoimpedančních izolačních poruch,OPENDATAST96_PT_CZ_DIFF_PUV2020-37292.xml
CZ,CZ,33941,U1,2020-04-28,2020-37294,2020-03-02,Jednostranné svodidlo pro krajnice silničních komunikací,OPENDATAST96_PT_CZ_DIFF_PUV2020-37294.xml
CZ,CZ,34048,U1,2020-06-01,2020-37295,2020-03-03,Hlavolam,OPENDATAST96_PT_CZ_DIFF_PUV2020-37295.xml
CZ,CZ,34452,U1,2020-10-13,2020-37296,2019-03-15,Zařízení pro testování úniků plynů těsněními přírubových spojů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37296.xml
CZ,CZ,33970,U1,2020-05-12,2020-37297,2020-03-03,Chladící vitrína,OPENDATAST96_PT_CZ_DIFF_PUV2020-37297.xml
CZ,CZ,33971,U1,2020-05-12,2020-37298,2020-03-03,Vícevrstvý betonový prefabrikát,OPENDATAST96_PT_CZ_DIFF_PUV2020-37298.xml
CZ,CZ,34021,U1,2020-05-26,2020-37300,2020-03-04,Uzavřené průmyslové svítidlo pro úsporné a ekologické osvětlení v prostředí s výbušnou atmosférou,OPENDATAST96_PT_CZ_DIFF_PUV2020-37300.xml
CZ,CZ,33942,U1,2020-04-28,2020-37301,2020-03-05,Zařízení pro aplikaci pesticidů na povrch výřezů dříví,OPENDATAST96_PT_CZ_DIFF_PUV2020-37301.xml
CZ,CZ,34438,U1,2020-10-06,2020-37303,2020-03-05,Zařízení pro zlepšení ekologických vlastností vodních nádrží a sestava s tímto zařízením,OPENDATAST96_PT_CZ_DIFF_PUV2020-37303.xml
CZ,CZ,34007,U1,2020-05-19,2020-37304,2020-03-05,"Doplňkový nástavec, zejména pro sestavu pádla pro pádlování na paddleboardu, a sestava pádla obsahující tento doplňkový nástavec",OPENDATAST96_PT_CZ_DIFF_PUV2020-37304.xml
CZ,CZ,34022,U1,2020-05-26,2020-37305,2020-03-05,Lustrový ověs se speciálními efekty,OPENDATAST96_PT_CZ_DIFF_PUV2020-37305.xml
CZ,CZ,34113,U1,2020-06-23,2020-37307,2020-03-06,Pokročilý diagnostický systém s integrovanou databází,OPENDATAST96_PT_CZ_DIFF_PUV2020-37307.xml
CZ,CZ,34072,U1,2020-06-09,2020-37308,2020-03-06,Přestupkový detektor dozorující provoz na komunikaci,OPENDATAST96_PT_CZ_DIFF_PUV2020-37308.xml
CZ,CZ,33972,U1,2020-05-12,2020-37309,2020-03-05,Zařízení pro bezkontaktní měření geometrické přesnosti tvaru transparentního tvarovaného plošného výrobku ze skla nebo plastu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37309.xml
CZ,CZ,34640,U1,2020-12-08,2020-37311,2020-03-09,Zařízení pro upínání přesných obrobků,OPENDATAST96_PT_CZ_DIFF_PUV2020-37311.xml
CZ,CZ,34008,U1,2020-05-19,2020-37312,2020-03-09,Pilový pás pro strojní dělení dřeva,OPENDATAST96_PT_CZ_DIFF_PUV2020-37312.xml
CZ,CZ,34167,U1,2020-07-07,2020-37313,2020-03-09,"Čistící ústrojí, zejména pro robotické vysavače",OPENDATAST96_PT_CZ_DIFF_PUV2020-37313.xml
CZ,CZ,33979,U1,2020-05-15,2020-37316,2020-03-10,Panel sond pro detekci prognostických a prediktivních markerů lymfoproliferativních onemocnění,OPENDATAST96_PT_CZ_DIFF_PUV2020-37316.xml
CZ,CZ,34073,U1,2020-06-09,2020-37317,2020-03-10,Kompaktní zařízení pro získávání vody ze vzduchu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37317.xml
CZ,CZ,34074,U1,2020-06-09,2020-37318,2020-03-10,Zařízení pro získávání vody ze vzduchu s jedním vzduchovodem,OPENDATAST96_PT_CZ_DIFF_PUV2020-37318.xml
CZ,CZ,33943,U1,2020-04-28,2020-37319,2020-03-11,Kombinovaný senzor pro průběžné monitorování kvality vody in-situ s přenosem dat,OPENDATAST96_PT_CZ_DIFF_PUV2020-37319.xml
CZ,CZ,34872,U1,2021-03-02,2020-37320,2020-03-11,Čep sluneční clony,OPENDATAST96_PT_CZ_DIFF_PUV2020-37320.xml
CZ,CZ,33973,U1,2020-05-12,2020-37321,2020-03-11,Elektronický spínač stejnosměrné sběrnice bateriového úložiště,OPENDATAST96_PT_CZ_DIFF_PUV2020-37321.xml
CZ,CZ,34075,U1,2020-06-09,2020-37322,2020-03-11,Samonosná cívka s křížovým návinem spodní niti pro šicí stroje,OPENDATAST96_PT_CZ_DIFF_PUV2020-37322.xml
CZ,CZ,34262,U1,2020-08-11,2020-37323,2020-03-12,Systém pro optimalizaci provozu elektrické distribuční sítě,OPENDATAST96_PT_CZ_DIFF_PUV2020-37323.xml
CZ,CZ,34009,U1,2020-05-19,2020-37324,2020-03-12,Mikrofluidní čip pro průtokové kultivace biologických objektů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37324.xml
CZ,CZ,34699,U1,2020-12-22,2020-37325,2020-03-12,"Dveřní zárubeň, zejména kovová dveřní zárubeň",OPENDATAST96_PT_CZ_DIFF_PUV2020-37325.xml
CZ,CZ,34010,U1,2020-05-19,2020-37326,2020-03-12,Kontaktní tělová sonda pro sledování vitálních funkcí lidského těla při fMRI,OPENDATAST96_PT_CZ_DIFF_PUV2020-37326.xml
CZ,CZ,35038,U1,2021-05-06,2020-37327,2020-03-13,Zařízení pro přenos točivého momentu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37327.xml
CZ,CZ,33948,U1,2020-05-05,2020-37328,2020-03-13,Směs pro flexibilní tenkovrstvou povrchovou úpravu odolávající tlaku s termoizolačními a termoreflexními vlastnostmi,OPENDATAST96_PT_CZ_DIFF_PUV2020-37328.xml
CZ,CZ,34263,U1,2020-08-11,2020-37329,2020-03-13,Topné těleso pro ohřev filamentu pro 3D tiskárny,OPENDATAST96_PT_CZ_DIFF_PUV2020-37329.xml
CZ,CZ,34556,U1,2020-11-24,2020-37330,2020-03-13,Povlaková trubka na jaderné palivo a palivová tyč obsahující tuto palivovou trubku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37330.xml
CZ,CZ,34142,U1,2020-06-30,2020-37331,2020-03-13,"Krmná směs, obsahující podíl larev potemníka moučného, určená pro slepice produkující konzumní vejce",OPENDATAST96_PT_CZ_DIFF_PUV2020-37331.xml
CZ,CZ,34143,U1,2020-06-30,2020-37332,2020-03-13,Krmná směs pro výkrm kuřat s podílem moučných červů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37332.xml
CZ,CZ,35294,U1,2021-08-03,2020-37334,2020-03-15,Chlazení vzorku vody ve vzorkovači,OPENDATAST96_PT_CZ_DIFF_PUV2020-37334.xml
CZ,CZ,34023,U1,2020-05-26,2020-37337,2020-03-16,Vysoce odolná balistická soustava,OPENDATAST96_PT_CZ_DIFF_PUV2020-37337.xml
CZ,CZ,34264,U1,2020-08-11,2020-37338,2020-03-17,"Rekuperační šnekový výměník tepla, zejména pro sypké materiály",OPENDATAST96_PT_CZ_DIFF_PUV2020-37338.xml
CZ,CZ,33959,U1,2020-05-05,2020-37340,2020-03-18,Automatizovaný podavač tažného lana pro mobilní typ vodního vleku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37340.xml
CZ,CZ,33974,U1,2020-05-12,2020-37341,2020-03-18,Podavač tažného lana pro vedení lana u mobilního typu vodního vleku na jednoramenné podpěře,OPENDATAST96_PT_CZ_DIFF_PUV2020-37341.xml
CZ,CZ,34049,U1,2020-06-01,2020-37342,2020-03-18,Dveře vozidla s multifunkčním držákem,OPENDATAST96_PT_CZ_DIFF_PUV2020-37342.xml
CZ,CZ,33960,U1,2020-05-05,2020-37343,2020-03-18,Výstelka kola kladky pro uložení tažného a vodícího lana pro mobilní typ vodního vleku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37343.xml
CZ,CZ,33961,U1,2020-05-05,2020-37344,2020-03-18,Pohon pro mobilní typ vodního vleku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37344.xml
CZ,CZ,34237,U1,2020-07-28,2020-37346,2020-03-19,Vodní mikrozdroj elektrické energie,OPENDATAST96_PT_CZ_DIFF_PUV2020-37346.xml
CZ,CZ,33975,U1,2020-05-12,2020-37347,2020-03-20,Upínací zařízení,OPENDATAST96_PT_CZ_DIFF_PUV2020-37347.xml
CZ,CZ,33976,U1,2020-05-12,2020-37348,2020-03-20,"Zařízení pro doplňování, míchání a cirkulaci textilního pomocného přípravku určeného pro nanášení na podélný textilní výrobek",OPENDATAST96_PT_CZ_DIFF_PUV2020-37348.xml
CZ,CZ,34377,U1,2020-09-15,2020-37349,2020-03-20,Monitorovací systém úniku těkavých látek,OPENDATAST96_PT_CZ_DIFF_PUV2020-37349.xml
CZ,CZ,34335,U1,2020-09-01,2020-37350,2020-03-20,Větrací jednotka,OPENDATAST96_PT_CZ_DIFF_PUV2020-37350.xml
CZ,CZ,34976,U1,2021-04-06,2020-37356,2020-03-23,Sada dílů pro úpravu stroje na těžení zeminy,OPENDATAST96_PT_CZ_DIFF_PUV2020-37356.xml
CZ,CZ,33962,U1,2020-05-05,2020-37357,2020-03-23,Zařízení pro upevnění kolejnice metra,OPENDATAST96_PT_CZ_DIFF_PUV2020-37357.xml
CZ,CZ,35095,U1,2021-05-25,2020-37358,2020-03-23,Upínací prvek,OPENDATAST96_PT_CZ_DIFF_PUV2020-37358.xml
CZ,CZ,34169,U1,2020-07-07,2020-37359,2020-03-23,Skládací invalidní vozík,OPENDATAST96_PT_CZ_DIFF_PUV2020-37359.xml
CZ,CZ,33923,U1,2020-04-28,2020-37361,2020-03-24,Poloprovozní jednotka na energetické využití palivového mixu se zvýšenou ekologickou a energetickou účinností,OPENDATAST96_PT_CZ_DIFF_PUV2020-37361.xml
CZ,CZ,34050,U1,2020-06-01,2020-37362,2020-03-24,Sestava spínání sluneční clony,OPENDATAST96_PT_CZ_DIFF_PUV2020-37362.xml
CZ,CZ,36340,U1,2022-09-09,2020-37363,2020-03-24,Sestava prodejních automatů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37363.xml
CZ,CZ,34077,U1,2020-06-09,2020-37365,2020-03-24,Hydraulická pojivová předsměs,OPENDATAST96_PT_CZ_DIFF_PUV2020-37365.xml
CZ,CZ,34207,U1,2020-07-14,2020-37366,2020-03-24,Dutinka průmyslové rozbušky se zlepšenou separovatelností jejích zbytků od zpracovávané rubaniny,OPENDATAST96_PT_CZ_DIFF_PUV2020-37366.xml
CZ,CZ,34087,U1,2020-06-16,2020-37367,2020-03-24,"Ozónový (ionizační) sterilizátor. 
Zařízení pro sterilizaci předmětů a potravin ozónem (ionizací) v uzavřeném prostoru",OPENDATAST96_PT_CZ_DIFF_PUV2020-37367.xml
CZ,CZ,34286,U1,2020-08-18,2020-37368,2020-03-24,Zařízení pro bezobslužný prodej hodnotových žetonů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37368.xml
CZ,CZ,34144,U1,2020-06-30,2020-37369,2020-03-25,Sestava dlažby a montovaného obrubníku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37369.xml
CZ,CZ,34024,U1,2020-05-26,2020-37370,2020-03-25,"Desinfekční přípravek, zejména pro zubní kartáčky",OPENDATAST96_PT_CZ_DIFF_PUV2020-37370.xml
CZ,CZ,34011,U1,2020-05-19,2020-37373,2020-03-25,Zařízení k odsiřování bioplynu pro proces katalytické methanizace,OPENDATAST96_PT_CZ_DIFF_PUV2020-37373.xml
CZ,CZ,34016,U1,2020-05-26,2020-37375,2020-03-26,Hydrolyzát z odpadního peří s obsahem proteinů a lipidů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37375.xml
CZ,CZ,33944,U1,2020-04-28,2020-37376,2020-03-27,Oběžné kolo náporové parní turbíny,OPENDATAST96_PT_CZ_DIFF_PUV2020-37376.xml
CZ,CZ,33945,U1,2020-04-28,2020-37377,2020-03-27,Oběžné kolo s přepážkami pro náporovou parní turbínu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37377.xml
CZ,CZ,34078,U1,2020-06-09,2020-37378,2020-03-27,Tryska náporové parní turbíny,OPENDATAST96_PT_CZ_DIFF_PUV2020-37378.xml
CZ,CZ,34079,U1,2020-06-09,2020-37379,2020-03-27,Náporová turbína,OPENDATAST96_PT_CZ_DIFF_PUV2020-37379.xml
CZ,CZ,34026,U1,2020-05-26,2020-37380,2020-03-27,Úprava hydrodynamických spár hydraulických prvků,OPENDATAST96_PT_CZ_DIFF_PUV2020-37380.xml
CZ,CZ,34238,U1,2020-07-28,2020-37382,2020-03-27,Konstrukční úprava nákrčníku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37382.xml
CZ,CZ,34080,U1,2020-06-09,2020-37383,2020-03-30,Zařízení pro zkoušku panelů dveří dopravního letadla,OPENDATAST96_PT_CZ_DIFF_PUV2020-37383.xml
CZ,CZ,33977,U1,2020-05-12,2020-37384,2020-03-30,Zařízení pro předávání zpráv o technických parametrech či fyzikálních stavech prostředí a/nebo o stavech elektrického obvodu či obvodů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37384.xml
CZ,CZ,34027,U1,2020-05-26,2020-37385,2020-03-30,Zařízení pro snižování množství pevných prachových částic nad vozovkou,OPENDATAST96_PT_CZ_DIFF_PUV2020-37385.xml
CZ,CZ,34170,U1,2020-07-07,2020-37387,2020-03-31,Zařízení pro využití odpadního tepla na principu ORC kompresoru,OPENDATAST96_PT_CZ_DIFF_PUV2020-37387.xml
CZ,CZ,34013,U1,2020-05-19,2020-37388,2020-03-31,Ochranný respirační prostředek,OPENDATAST96_PT_CZ_DIFF_PUV2020-37388.xml
CZ,CZ,34012,U1,2020-05-19,2020-37390,2020-03-31,Tunelový nákrčník,OPENDATAST96_PT_CZ_DIFF_PUV2020-37390.xml
CZ,CZ,34081,U1,2020-06-09,2020-37391,2020-03-31,Mazací systém pro oběhové mazání mechanizmů strojů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37391.xml
CZ,CZ,34028,U1,2020-05-26,2020-37392,2020-03-31,Automatický ochlazovací a hasicí systém,OPENDATAST96_PT_CZ_DIFF_PUV2020-37392.xml
CZ,CZ,34082,U1,2020-06-09,2020-37393,2020-03-31,Rozebíratelný optický konektor,OPENDATAST96_PT_CZ_DIFF_PUV2020-37393.xml
CZ,CZ,34525,U1,2020-11-16,2020-37394,2020-03-31,Vážní systém na lůžku s nůžkovým zdvihem,OPENDATAST96_PT_CZ_DIFF_PUV2020-37394.xml
CZ,CZ,34846,U1,2021-02-23,2020-37395,2020-04-01,Stavebnicový systém pro neprůhledný dřevěný plot,OPENDATAST96_PT_CZ_DIFF_PUV2020-37395.xml
CZ,CZ,34287,U1,2020-08-18,2020-37397,2020-04-01,Modulární systém pro opakované zpoplatněné ukládání a vyzvedávání zavazadel a jiných předmětů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37397.xml
CZ,CZ,34014,U1,2020-05-19,2020-37398,2020-04-02,Zapalovací svíčka,OPENDATAST96_PT_CZ_DIFF_PUV2020-37398.xml
CZ,CZ,34015,U1,2020-05-19,2020-37399,2020-04-02,Konzola,OPENDATAST96_PT_CZ_DIFF_PUV2020-37399.xml
CZ,CZ,34336,U1,2020-09-01,2020-37400,2020-04-02,Větrací jednotka,OPENDATAST96_PT_CZ_DIFF_PUV2020-37400.xml
CZ,CZ,34641,U1,2020-12-08,2020-37402,2020-04-03,Akustický vlnovod hlavice terapeutického ultrazvukového přístroje,OPENDATAST96_PT_CZ_DIFF_PUV2020-37402.xml
CZ,CZ,33978,U1,2020-05-12,2020-37403,2020-04-03,Kompaktní jednotka pro výrobu amoniaku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37403.xml
CZ,CZ,34029,U1,2020-05-26,2020-37406,2020-04-06,Přísada pro ztekucení zemin,OPENDATAST96_PT_CZ_DIFF_PUV2020-37406.xml
CZ,CZ,34030,U1,2020-05-26,2020-37407,2020-04-06,Zařízení k třídění krytokořenných sazenic lesních dřevin,OPENDATAST96_PT_CZ_DIFF_PUV2020-37407.xml
CZ,CZ,34031,U1,2020-05-26,2020-37408,2020-04-06,Sendvičový výkonový modul,OPENDATAST96_PT_CZ_DIFF_PUV2020-37408.xml
CZ,CZ,34032,U1,2020-05-26,2020-37409,2020-04-06,"Roznašeč pásové sušárny, zejména pro sušení čistírenských kalů",OPENDATAST96_PT_CZ_DIFF_PUV2020-37409.xml
CZ,LT,34051,U1,2020-06-01,2020-37411,2020-01-06,Zařízení pro separaci disperzí,OPENDATAST96_PT_CZ_DIFF_PUV2020-37411.xml
CZ,CZ,34478,U1,2020-10-23,2020-37412,2020-04-07,Kompozitní materiál na bázi PTFE se zvýšenou odolností proti tečení,OPENDATAST96_PT_CZ_DIFF_PUV2020-37412.xml
CZ,CZ,34033,U1,2020-05-26,2020-37414,2020-04-07,Souprava pro multiplexní detekci DNA hospodářských zvířat,OPENDATAST96_PT_CZ_DIFF_PUV2020-37414.xml
CZ,CZ,34052,U1,2020-06-01,2020-37415,2020-04-08,Nájezdová rampa,OPENDATAST96_PT_CZ_DIFF_PUV2020-37415.xml
CZ,CZ,34083,U1,2020-06-09,2020-37416,2020-04-08,Zařízení pro odběr vzorků z plněné destilační kolony,OPENDATAST96_PT_CZ_DIFF_PUV2020-37416.xml
CZ,CZ,34034,U1,2020-05-26,2020-37417,2020-04-08,Vysouvací mechanizmus sluneční clony,OPENDATAST96_PT_CZ_DIFF_PUV2020-37417.xml
CZ,CZ,34035,U1,2020-05-26,2020-37418,2020-04-08,Odlehčená bezskořepinová přilba,OPENDATAST96_PT_CZ_DIFF_PUV2020-37418.xml
CZ,CZ,36356,U1,2022-09-20,2020-37419,2020-04-09,Pohon jízdního kola,OPENDATAST96_PT_CZ_DIFF_PUV2020-37419.xml
CZ,CZ,34453,U1,2020-10-13,2020-37420,2020-04-09,"Mobil, tablet, monitor a televizor obsahující kamery",OPENDATAST96_PT_CZ_DIFF_PUV2020-37420.xml
CZ,CZ,34265,U1,2020-08-11,2020-37421,2020-04-09,Asfaltové pojivo do asfaltových směsí pro silniční a železniční stavitelství,OPENDATAST96_PT_CZ_DIFF_PUV2020-37421.xml
CZ,CZ,34088,U1,2020-06-16,2020-37422,2020-04-09,Aplikátor pro úpravu povrchů nízkoteplotním plazmatem a zařízení s tímto aplikátorem,OPENDATAST96_PT_CZ_DIFF_PUV2020-37422.xml
CZ,CZ,34025,U1,2020-05-26,2020-37423,2020-04-09,Závěsné zařízení ke zpracování půdy technologii strip till v nedesikovaných meziplodinách,OPENDATAST96_PT_CZ_DIFF_PUV2020-37423.xml
CZ,CZ,35452,U1,2021-10-12,2020-37424,2020-04-09,Nano-filtry pro obličejové masky,OPENDATAST96_PT_CZ_DIFF_PUV2020-37424.xml
CZ,CZ,33996,U1,2020-05-19,2020-37426,2020-04-09,Výkonový transkonduktanční zesilovač se spínaným koncovým stupněm,OPENDATAST96_PT_CZ_DIFF_PUV2020-37426.xml
CZ,CZ,34036,U1,2020-05-26,2020-37427,2020-04-09,Plazmový dopravník pro úpravu sypkých materiálů,OPENDATAST96_PT_CZ_DIFF_PUV2020-37427.xml
CZ,CZ,34037,U1,2020-05-26,2020-37429,2019-03-22,Aretační mechanismus pro uchycení výklopné podlahy,OPENDATAST96_PT_CZ_DIFF_PUV2020-37429.xml
CZ,CZ,34053,U1,2020-06-01,2020-37430,2020-04-14,Rekultivační substrát,OPENDATAST96_PT_CZ_DIFF_PUV2020-37430.xml
CZ,CZ,34171,U1,2020-07-07,2020-37431,2020-04-14,Sada proteinových markerů pro určení přítomnosti klíčových proteinů ze včel a detekci kontaminace medu cizími amylázami původem z hub druhu Aspergillus niger a bakterií Bacillus amyloliquefaciens a Bacillus licheniformis,OPENDATAST96_PT_CZ_DIFF_PUV2020-37431.xml
CZ,CZ,34054,U1,2020-06-01,2020-37432,2020-04-15,Zařízení pro vytváření ultrazvuku vysoké lokální intenzity,OPENDATAST96_PT_CZ_DIFF_PUV2020-37432.xml
CZ,CZ,34145,U1,2020-06-30,2020-37433,2020-04-15,Rotační pouzdro obsahující odlehčenou strukturu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37433.xml
CZ,CZ,34394,U1,2020-09-22,2020-37434,2020-04-15,Rotor synchronního stroje s permanentními magnety,OPENDATAST96_PT_CZ_DIFF_PUV2020-37434.xml
CZ,CZ,34122,U1,2020-06-23,2020-37435,2020-04-15,Respirátor nebo obličejová maska,OPENDATAST96_PT_CZ_DIFF_PUV2020-37435.xml
CZ,CZ,36020,U1,2022-05-24,2020-37439,2020-04-16,Sestava skládacího organizéru do zavazadlového prostoru vozidla a rámečku k fixaci tohoto organizéru,OPENDATAST96_PT_CZ_DIFF_PUV2020-37439.xml
CZ,CZ,34337,U1,2020-09-01,2020-37440,2020-04-17,Regálový zásobník,OPENDATAST96_PT_CZ_DIFF_PUV2020-37440.xml
CZ,CZ,35413,U1,2021-09-21,2020-37441,2020-04-17,Odpružený náboj kola,OPENDATAST96_PT_CZ_DIFF_PUV2020-37441.xml
CZ,CZ,34288,U1,2020-08-18,2020-37442,2020-04-17,Ochranný kryt pro miminko pro převoz v dopravním prostředku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37442.xml
CZ,CZ,34038,U1,2020-05-26,2020-37443,2019-04-12,Sestava pro uchycení kamery,OPENDATAST96_PT_CZ_DIFF_PUV2020-37443.xml
CZ,CZ,34123,U1,2020-06-23,2020-37444,2020-04-17,Modulární lineární aktuátor pro aplikace v tkáňovém inženýrství,OPENDATAST96_PT_CZ_DIFF_PUV2020-37444.xml
CZ,CZ,34338,U1,2020-09-01,2020-37445,2020-04-17,Včelí úl s výsuvnými nástavky,OPENDATAST96_PT_CZ_DIFF_PUV2020-37445.xml
CZ,CZ,34124,U1,2020-06-23,2020-37446,2020-04-17,Adaptér a sestava filtrační masky,OPENDATAST96_PT_CZ_DIFF_PUV2020-37446.xml
CZ,CZ,34089,U1,2020-06-16,2020-37447,2020-04-20,Surovinová moučka pro výrobu portlandského slínku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37447.xml
CZ,CZ,34055,U1,2020-06-01,2020-37448,2020-04-20,Textilní materiál a textilní prostředek obsahující tento textilní materiál pro odstraňování mechanických a biologických kontaminantů z vdechovaného vzduchu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37448.xml
CZ,CZ,34084,U1,2020-06-09,2020-37450,2020-04-20,Koloidní mlýn pro zpracování odpadní vody s biologickými částicemi,OPENDATAST96_PT_CZ_DIFF_PUV2020-37450.xml
CZ,CZ,34125,U1,2020-06-23,2020-37453,2020-04-20,Zařízení pro měření chůze prasat,OPENDATAST96_PT_CZ_DIFF_PUV2020-37453.xml
CZ,CZ,34039,U1,2020-05-26,2020-37455,2020-04-20,Zařízení pro automatickou detekci nadměrně zhutněného podorničí,OPENDATAST96_PT_CZ_DIFF_PUV2020-37455.xml
CZ,CZ,34239,U1,2020-07-28,2020-37457,2020-04-21,Čekárna pro autobusová a vlaková nástupiště,OPENDATAST96_PT_CZ_DIFF_PUV2020-37457.xml
CZ,CZ,34146,U1,2020-06-30,2020-37458,2020-04-21,Vyztužený kompozitní materiál na bázi betonu ve tvaru desky,OPENDATAST96_PT_CZ_DIFF_PUV2020-37458.xml
CZ,CZ,34317,U1,2020-08-25,2020-37459,2020-04-21,Průmyslový obal,OPENDATAST96_PT_CZ_DIFF_PUV2020-37459.xml
CZ,CZ,34056,U1,2020-06-01,2020-37460,2020-04-21,Multiměničový rotační aplikátor terapeutického ultrazvuku,OPENDATAST96_PT_CZ_DIFF_PUV2020-37460.xml
CZ,CZ,34057,U1,2020-06-01,2020-37461,2020-04-21,Držák mobilního telefonu pro snímání pracovního dokumentu,OPENDATAST96_PT_CZ_DIFF_PUV2020-37461.xml
CZ,CZ,34439,U1,2020-10-06,2020-37462,2020-04-22,Synergicky působící směs využitelná jako prostředek na ochranu rostlin před škůdci a chorobami,OPENDATAST96_PT_CZ_DIFF_PUV2020-37462.xml
CZ,CZ,34058,U1,2020-06-01,2020-37463,2020-04-22,Zařízení na monitorování těsnosti hydroizolačních membrán,OPENDATAST96_PT_CZ_DIFF_PUV2020-37463.xml
CZ,CZ,34356,U1,2020-09-08,2020-37464,2020-04-22,Koloidní směs absorbující UV záření a kosmetický přípravek,OPENDATAST96_PT_CZ_DIFF_PUV2020-37464.xml
CZ,CZ,34172,U1,2020-07-07,2020-37465,2020-04-22,Zařízení pro posuv šitého díla na šicím stroji pro šití řetízkovým stehem v rovině X-Y,OPENDATAST96_PT_CZ_DIFF_PUV2020-37465.xml
CZ,CZ,34885,U1,2021-03-02,2020-37466,2020-04-22,"Vyhřívaná sedačka pro vozidla, dopravní prostředky a zemědělské nebo stavební stroje",OPENDATAST96_PT_CZ_DIFF_PUV2020-37466.xml
